,Index,Date,Content,Company
128,70618,2024-12-06 14:06:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден 4.12.2024 година се стекна со 8 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е 802 што претставува 2 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
129,70617,2024-12-06 14:05:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден 4.12.2024 година се стекна со 8 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е 802 што претставува 2 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
130,70616,2024-12-06 09:11:00,"Одборот на директори на Триглав Осигурување АД, ;Скопје, на 220-та седница одржана на ден ;21.11.2024 ;година, донесе Одлука за одобрување на склучување на ;Договор за давање на деловни услуги за недвижнини ;со Триглав, Управување со недвижности ;ДООЕЛ Скопје, врз основа на ;која нa ден 06.12.2024 година е склучен договор помеѓу ;Триглав Осигурување АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје. ;Договорот е склучен со времетраење заклучно до ;31.07.2025 година, а целта на склучување на договорот ;е обезбедување на деловни услуги од областа на ;управување со недвижности, за потребите на Триглав ;Осигурување АД, Скопје. ;За вршење на предметните ;услуги ќе се исплати вкупен надоместок во нето износ од ;17.807,94 Евра, а неговата реализација и соодветните ;месечни исплати од страна на Триглав Осигурување АД, ;Скопје кон Триглав, Управување со недвижности ;ДООЕЛ Скопје ќе се вршат до 31.07.2025 година. ; ;Капиталната поврзаност помеѓу Триглав Осигурување ;АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје, ;произлегува од тоа што двете друштва се членки на ;Групацијата Триглав.",Triglav osiguruvanje AD Skopje
131,70615,2024-12-06 09:10:40,"Одборот на директори на Триглав Осигурување АД, ;Скопје, на 220-та седница одржана на ден ;21.11.2024 ;година, донесе Одлука за одобрување на склучување на ;Договор за давање на деловни услуги за недвижнини ;со Триглав, Управување со недвижности ;ДООЕЛ Скопје, врз основа на ;која нa ден 06.12.2024 година е склучен договор помеѓу ;Триглав Осигурување АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје. ;Договорот е склучен со времетраење заклучно до ;31.07.2025 година, а целта на склучување на договорот ;е обезбедување на деловни услуги од областа на ;управување со недвижности, за потребите на Триглав ;Осигурување АД, Скопје. ;За вршење на предметните ;услуги ќе се исплати вкупен надоместок во нето износ од ;17.807,94 Евра, а неговата реализација и соодветните ;месечни исплати од страна на Триглав Осигурување АД, ;Скопје кон Триглав, Управување со недвижности ;ДООЕЛ Скопје ќе се вршат до 31.07.2025 година. ; ;Капиталната поврзаност помеѓу Триглав Осигурување ;АД, Скопје и Триглав, Управување со недвижности ;ДООЕЛ Скопје, ;произлегува од тоа што двете друштва се членки на ;Групацијата Триглав.",Triglav osiguruvanje AD Skopje
132,70614,2024-12-04 14:36:00,,Makedonijaturist AD Skopje
133,70613,2024-12-04 14:36:00,,Makedonijaturist AD Skopje
134,70612,2024-12-04 14:35:00,,Makedonijaturist AD Skopje
135,70611,2024-12-04 14:35:00,,Makedonijaturist AD Skopje
136,70610,2024-12-04 14:35:28,,Makedonijaturist AD Skopje
137,70609,2024-12-04 14:35:05,,Makedonijaturist AD Skopje
138,70608,2024-12-04 14:34:00,,Makedonijaturist AD Skopje
139,70607,2024-12-04 14:34:00,,Makedonijaturist AD Skopje
140,70606,2024-12-04 14:34:39,,Makedonijaturist AD Skopje
141,70605,2024-12-04 14:33:00,,Makedonijaturist AD Skopje
142,70604,2024-12-04 14:34:11,,Makedonijaturist AD Skopje
143,70603,2024-12-04 14:32:00,,Makedonijaturist AD Skopje
144,70602,2024-12-04 14:33:33,,Makedonijaturist AD Skopje
145,70601,2024-12-04 14:33:06,,Makedonijaturist AD Skopje
146,70600,2024-12-04 14:32:33,,Makedonijaturist AD Skopje
147,70599,2024-12-04 14:31:50,,Makedonijaturist AD Skopje
148,70598,2024-12-03 15:13:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавува ;Акционер со над 5% Пецовски Душан воедно ;Претседател на Управниот одбор и Генерален директор на Реплек АД Скопје, се стекна со 5 нови акции, со што поседува вкупно 31.615 или 12,20% од вкупниот број на акции.Акционер со над 5% Пецовски Владимир се стекна со 4 нови акции, со што поседува вкупно 16.444 или 6,34% од вкупниот број на акции.Членот на Управниот одбор на Реплек АД Скопје, Котески Коста се стекна со 10 нови акции, при што вкупно поседува 360 обични акции.Членот на Управниот одбор на Реплек АД Скопје, Гелевски Панче се стекна со 5 нови акции, при што вкупно поседува 305 обични акции.Членот на Управниот одбор на Реплек АД Скопје, Велковски Марјан се стекна со 10 нови акции, при што вкупно поседува 40 обични акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде 97 акции, со што поседува вкупно 21.498 или 8,29% од вкупниот број на акции.",Replek AD Skopje
149,70597,2024-12-03 14:06:00,Аутомакедонија АД Скопје известува дека во изминатиот период се стекнала со 200 хартии од вредност во Осигурителното брокерско друштво АМ БРОКЕР АД СКОПЈЕ.<br>Со извршените трговски трансакции АУТОМАКЕДОНИЈА АД Скопје е сопственик на вкупно 400 хартии од вредност односно 80% од вкупниот број на хартии од вредност во АМ БРОКЕР АД СКОПЈЕ.<br> ;,Automakedonija AD Skopje
150,70596,2024-12-03 15:12:53,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавува ;Акционер со над 5% Пецовски Душан воедно ;Претседател на Управниот одбор и Генерален директор на Реплек АД Скопје, се стекна со 5 нови акции, со што поседува вкупно 31.615 или 12,20% од вкупниот број на акции.Акционер со над 5% Пецовски Владимир се стекна со 4 нови акции, со што поседува вкупно 16.444 или 6,34% од вкупниот број на акции.Членот на Управниот одбор на Реплек АД Скопје, Котески Коста се стекна со 10 нови акции, при што вкупно поседува 360 обични акции.Членот на Управниот одбор на Реплек АД Скопје, Гелевски Панче се стекна со 5 нови акции, при што вкупно поседува 305 обични акции.Членот на Управниот одбор на Реплек АД Скопје, Велковски Марјан се стекна со 10 нови акции, при што вкупно поседува 40 обични акции.Акционер со над 5% односно компанијата Настел ДООЕЛ продаде 97 акции, со што поседува вкупно 21.498 или 8,29% од вкупниот број на акции.",Replek AD Skopje
151,70595,2024-12-03 14:05:00,Аутомакедонија АД Скопје известува дека во изминатиот период се стекнала со 200 хартии од вредност во Осигурителното брокерско друштво АМ БРОКЕР АД СКОПЈЕ.<br>Со извршените трговски трансакции АУТОМАКЕДОНИЈА АД Скопје е сопственик на вкупно 400 хартии од вредност односно 80% од вкупниот број на хартии од вредност во АМ БРОКЕР АД СКОПЈЕ.<br> ;,Automakedonija AD Skopje
152,70594,2024-12-02 15:14:00,Одлука за назначување на лице одговорно за односи со инвеститори на Тутунски комбинат АД Прилеп,Tutunski kombinat AD Prilep
153,70593,2024-12-02 15:13:11,Одлука за назначување на лице одговорно за односи со инвеститори на Тутунски комбинат АД Прилеп,Tutunski kombinat AD Prilep
154,70592,2024-12-02 14:06:00,,Makedonijaturist AD Skopje
155,70591,2024-12-02 14:06:00,,Makedonijaturist AD Skopje
156,70590,2024-12-02 14:05:00,,Makedonijaturist AD Skopje
157,70589,2024-12-02 14:05:00,,Makedonijaturist AD Skopje
158,70588,2024-11-29 14:05:00,,Centralna kooperativna banka AD Skopje
159,70586,2024-11-29 14:04:32,,Centralna kooperativna banka AD Skopje
160,70585,2024-11-29 14:03:55,"NLB Banka AD Skopje at the Shareholders Assembly held on November 29th, 2024, adopted the following Decisions:",NLB Banka AD Skopje
161,70584,2024-11-29 14:03:48,НЛБ Банка АД Скопје известува дека на Собранието на акционери на Банката одржано на 29.11.2024 година се усвоија следните одлуки:,NLB Banka AD Skopje
162,70583,2024-11-29 09:31:00,"Согласно Глава 6 од Правилата за котација, ja објавуваме следнaтa предлог - одлукa за Собранието на акционери","Pekabesko AD Kadino, Ilinden"
163,70582,2024-11-29 09:31:00,"Согласно Глава 6 од Правилата за котација, известуваме за датумот на одржување и Дневниот ред на Собранието на акционери","Pekabesko AD Kadino, Ilinden"
164,70581,2024-11-29 09:30:00,"Согласно Глава 6 од Правилата за котација, ja објавуваме следнaтa предлог - одлукa за Собранието на акционери","Pekabesko AD Kadino, Ilinden"
165,70580,2024-11-29 09:30:00,"Согласно Глава 6 од Правилата за котација, известуваме за датумот на одржување и Дневниот ред на Собранието на акционери","Pekabesko AD Kadino, Ilinden"
166,70577,2024-11-27 14:07:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден ;25.11.2024 година се стекна со ;257 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е ;794 што претставува 1,98 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
167,70576,2024-11-26 14:06:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% Пецовски Владимир се стекна со 5 нови акции, со што поседува вкупно 16.440 или 6,34% од вкупниот број на акции.",Replek AD Skopje
168,70575,2024-11-26 14:06:00,,Zhito Polog AD Tetovo
169,70574,2024-11-26 14:05:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% Пецовски Владимир се стекна со 5 нови акции, со што поседува вкупно 16.440 или 6,34% од вкупниот број на акции.",Replek AD Skopje
170,70573,2024-11-27 14:06:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден ;25.11.2024 година се стекна со ;257 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е ;794 што претставува 1,98 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
171,70572,2024-11-26 14:05:00,,Zhito Polog AD Tetovo
172,70571,2024-11-25 14:06:00,,Makedonijaturist AD Skopje
173,70570,2024-11-25 14:06:00,Известување,Makedonijaturist AD Skopje
174,70569,2024-11-25 14:06:00,Известување,Makedonijaturist AD Skopje
175,70568,2024-11-25 14:06:00,Извештај за одобрување на зделка со заинтересирана страна,FZC 11 Oktomvri AD Kumanovo
176,70567,2024-11-25 14:06:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден 21.11.2024 година се стекна со 65 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е 537 што претставува 1,34 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
177,70566,2024-11-25 14:05:00,,Makedonijaturist AD Skopje
178,70565,2024-11-25 14:05:00,Известување,Makedonijaturist AD Skopje
179,70564,2024-11-25 14:05:00,Известување,Makedonijaturist AD Skopje
180,70563,2024-11-25 14:05:00,Извештај за одобрување на зделка со заинтересирана страна,FZC 11 Oktomvri AD Kumanovo
181,70562,2024-11-25 14:05:00,"ИЗВЕСТУВАЊЕ ЗА СТЕКНУВАЊЕ СОПСТВЕНИ АКЦИИ СО ОТКУП ;Согласно член 34 „Објавување во врска со капиталот“ од Правилата на котација на ; Македонска Берза на хартии од вредност ад Скопје, а врз основа на донесената Одлука на Собранието на акционери на Прилепска пиварница ад Прилеп за стекнување сопствени акции со откуп бр. 0201-451/11 од 23.05.2024 година, известуваме дека ; Прилепска пиварница ад Прилеп на ден 21.11.2024 година се стекна со 65 сопствени акции. ;Вкупниот број сопствени акции што ги поседува друштвото е 537 што претставува 1,34 % од вкупниот број акции од издавачот Прилепска пиварница ад Прилеп.",Prilepska pivarnica AD Prilep
182,70561,2024-11-22 14:06:00,Други ценовно чувствителни информации- Макстл АД,Makstil AD Skopje
183,70560,2024-11-22 14:05:00,Други ценовно чувствителни информации- Макстл АД,Makstil AD Skopje
184,70559,2024-11-21 16:01:00,Други ценовно чувствителни информации - Макстил АД,Makstil AD Skopje
185,70558,2024-11-21 16:00:52,Други ценовно чувствителни информации - Макстил АД,Makstil AD Skopje
186,70557,2024-11-21 09:48:00,,Teteks AD Tetovo
187,70556,2024-11-21 09:47:55,,Teteks AD Tetovo
188,70555,2024-11-21 09:29:00,,Teteks AD Tetovo
189,70554,2024-11-21 09:28:16,,Teteks AD Tetovo
190,70553,2024-11-20 14:06:00,Materijali za Sobranie na akcioneri - zdelka so zainteresirana strana,Fruktal Mak AD Skopje
191,70552,2024-11-20 14:05:00,Materijali za Sobranie na akcioneri - zdelka so zainteresirana strana,Fruktal Mak AD Skopje
192,70551,2024-11-20 09:09:00,Други ценовно чувствителни информации - Макстил АД,Makstil AD Skopje
193,70550,2024-11-20 09:08:15,Други ценовно чувствителни информации - Макстил АД,Makstil AD Skopje
194,70549,2024-11-19 14:37:00,"Согласно Глава 6 од Правилата за котација, Централна кооперативна банка АД Скопје ја објавува следната одлука донесена на Вонредната седница на Собранието на акционерите на Банката, одржана на 19.11.2024 година. ;",Centralna kooperativna banka AD Skopje
195,70548,2024-11-19 14:37:00,"Централна кооперативна банка АД Скопје известува дека на членот на Надзорниот одбор на Банката, г-дин Георги Димитров Константинов, му престана функцијата на 24.10.2024 поради поднесена оставка.",Centralna kooperativna banka AD Skopje
196,70547,2024-11-19 14:36:00,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% односно компанијата Настел ДООЕЛ продаде 7 акции, со што поседува вкупно 21.595 или 8,33% од вкупниот број на акции.",Replek AD Skopje
197,70546,2024-11-19 14:35:00,";<strong>Почитувани акционери и други заинтересирани страни,</strong>Ве известуваме дека  ;по реализација на постапката за ;именување (избор) на член и потпретседател на Управниот одбор на Друштвото и добиеното ;Решение за издавање на согласноста за вршење на финкцијата член на орган на управување на друштво за осигурување од Агенцијата за супервизија на осигурување, на ден 19.11.2024 година во ;Тековната состојба на ;МАКЕДОНИЈА Осигурување АД Скопје - Виена Иншуренс Груп ;во Централниот регистар на РСМ е извршен упис на <strong>Климе Попоски за член и потпретседател на Управниот одбор на Друштвото</strong>.Сите прашања во врска со именувањето (избор) на ;Климе Попоски за член и потпретседател на Управниот одбор на Друштвото може да ги адресирате до стручните служби на Друштвото.Со почит, ; ;<strong>МАКЕДОНИЈА Осигурување АД Скопје - Виена Иншуренс Груп</strong>",Makedonija osiguruvanje AD Skopje
198,70545,2024-11-19 14:35:00,Корекција на Предлог- одлуки за Собрание на акционери поради технички измени,Nova stokovna kukja AD Strumica
199,70544,2024-11-19 14:36:26,"Согласно Глава 6 од Правилата за котација, Централна кооперативна банка АД Скопје ја објавува следната одлука донесена на Вонредната седница на Собранието на акционерите на Банката, одржана на 19.11.2024 година. ;",Centralna kooperativna banka AD Skopje
200,70543,2024-11-19 14:36:16,"Централна кооперативна банка АД Скопје известува дека на членот на Надзорниот одбор на Банката, г-дин Георги Димитров Константинов, му престана функцијата на 24.10.2024 поради поднесена оставка.",Centralna kooperativna banka AD Skopje
201,70542,2024-11-19 14:34:55,";<strong>Почитувани акционери и други заинтересирани страни,</strong>Ве известуваме дека  ;по реализација на постапката за ;именување (избор) на член и потпретседател на Управниот одбор на Друштвото и добиеното ;Решение за издавање на согласноста за вршење на финкцијата член на орган на управување на друштво за осигурување од Агенцијата за супервизија на осигурување, на ден 19.11.2024 година во ;Тековната состојба на ;МАКЕДОНИЈА Осигурување АД Скопје - Виена Иншуренс Груп ;во Централниот регистар на РСМ е извршен упис на <strong>Климе Попоски за член и потпретседател на Управниот одбор на Друштвото</strong>.Сите прашања во врска со именувањето (избор) на ;Климе Попоски за член и потпретседател на Управниот одбор на Друштвото може да ги адресирате до стручните служби на Друштвото.Со почит, ; ;<strong>МАКЕДОНИЈА Осигурување АД Скопје - Виена Иншуренс Груп</strong>",Makedonija osiguruvanje AD Skopje
202,70541,2024-11-19 14:35:10,"Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% односно компанијата Настел ДООЕЛ продаде 7 акции, со што поседува вкупно 21.595 или 8,33% од вкупниот број на акции.",Replek AD Skopje
203,70540,2024-11-19 14:34:39,Корекција на Предлог- одлуки за Собрание на акционери поради технички измени,Nova stokovna kukja AD Strumica
204,70539,2024-11-18 15:13:00,Предлог-одлуки за Собрание на акционери,Nova stokovna kukja AD Strumica
205,70538,2024-11-18 15:12:00,Јавен повик за собрание,Nova stokovna kukja AD Strumica
206,70537,2024-11-18 15:12:00,Предлог-одлуки за Собрание на акционери,Nova stokovna kukja AD Strumica
207,70536,2024-11-18 15:11:53,Јавен повик за собрание,Nova stokovna kukja AD Strumica
208,70535,2024-11-18 14:28:00,,Makedonijaturist AD Skopje
209,70534,2024-11-18 14:28:00,,Makedonijaturist AD Skopje
210,70533,2024-11-18 14:27:25,,Makedonijaturist AD Skopje
211,70532,2024-11-18 14:27:20,,Makedonijaturist AD Skopje
212,70531,2024-11-18 14:06:00,"<strong>Симеон Василев</strong> повеќе не е акционер во РЖ Интер-трансшпед АД Скопје, нов акционер е <strong>Васил Василев</strong> со 62.500 илјади акции во РЖ Интер-трансшпед АД Скопје или 10,6%",RZH Inter-Transshped AD Skopje
213,70530,2024-11-18 14:05:00,"<strong>Симеон Василев</strong> повеќе не е акционер во РЖ Интер-трансшпед АД Скопје, нов акционер е <strong>Васил Василев</strong> со 62.500 илјади акции во РЖ Интер-трансшпед АД Скопје или 10,6%",RZH Inter-Transshped AD Skopje
214,70528,2024-11-18 09:00:00,Други ценовно чувствителни информации -Макстил АД,Makstil AD Skopje
215,70527,2024-11-18 08:59:33,Други ценовно чувствителни информации -Макстил АД,Makstil AD Skopje
216,70526,2024-11-18 08:47:00,,Fruktal Mak AD Skopje
217,70525,2024-11-18 08:46:51,,Fruktal Mak AD Skopje
218,70524,2024-11-18 08:44:00,,Fruktal Mak AD Skopje
219,70523,2024-11-18 08:43:00,,Fruktal Mak AD Skopje
220,70521,2024-11-18 08:43:03,,Fruktal Mak AD Skopje
221,70520,2024-11-18 08:42:58,,Fruktal Mak AD Skopje
222,70519,2024-11-15 15:57:00,КОНСОЛИДИРАН БИЛАНС НА УСПЕХ 01.01-30.09.2024,Pelisterka AD Skopje
223,70518,2024-11-15 15:56:29,КОНСОЛИДИРАН БИЛАНС НА УСПЕХ 01.01-30.09.2024,Pelisterka AD Skopje
224,70517,2024-11-15 15:52:00,,Sovremen dom AD Prilep
225,70516,2024-11-15 15:51:10,,Sovremen dom AD Prilep
226,70515,2024-11-15 15:34:00,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информацијаОбразложение кон консолидирани неревидирани финансиски извештаи за период 01.01.2024 - 30.09.2024 ;",Automakedonija AD Skopje
227,70514,2024-11-15 15:32:00,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај ;Консолидиран неревидиран финансиски извештај за период 01.01.2024 - 30.09.2024 ;",Automakedonija AD Skopje
228,70513,2024-11-15 15:33:04,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информацијаОбразложение кон консолидирани неревидирани финансиски извештаи за период 01.01.2024 - 30.09.2024 ;",Automakedonija AD Skopje
229,70512,2024-11-15 15:31:08,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај ;Консолидиран неревидиран финансиски извештај за период 01.01.2024 - 30.09.2024 ;",Automakedonija AD Skopje
230,70511,2024-11-15 15:01:00,,Fershped AD Skopje
231,70510,2024-11-15 15:01:00,Неревидиран консолидиран Биланс на успех 01.01-30.09.2024 година,Fershped AD Skopje
232,70509,2024-11-15 15:00:00,,Fershped AD Skopje
233,70508,2024-11-15 14:12:00,,Granit AD Skopje
234,70507,2024-11-15 14:12:00,,Granit AD Skopje
235,70506,2024-11-15 14:11:00,ОБРАЗЛОЖЕНИЕ КОН НЕРЕВИДИРАНИТЕ КОНСОЛИДИРАНИ ФИНАНСИСКИ ИЗВЕШТАИ 31.09.2024 ЗК ПЕЛАГОНИЈА,ZK Pelagonija AD Bitola
236,70505,2024-11-15 14:11:00,Неревидирани консолидирани финансиски извештаи Групација ЗК Пелагонија 01.01-30.09.2024,ZK Pelagonija AD Bitola
237,70504,2024-11-15 14:11:29,,Granit AD Skopje
238,70503,2024-11-15 14:11:26,,Granit AD Skopje
239,70502,2024-11-15 15:00:00,Неревидиран консолидиран Биланс на успех 01.01-30.09.2024 година,Fershped AD Skopje
240,70501,2024-11-15 14:10:00,ОБРАЗЛОЖЕНИЕ КОН НЕРЕВИДИРАНИТЕ КОНСОЛИДИРАНИ ФИНАНСИСКИ ИЗВЕШТАИ 31.09.2024 ЗК ПЕЛАГОНИЈА,ZK Pelagonija AD Bitola
241,70500,2024-11-15 14:06:00,Објаснување кон консолидираниот биланс на успех 30.09.2024,Nemetali Ograzhden AD Strumica
242,70499,2024-11-15 14:06:00,Неревидиран консолидиран биланс на успех 30.09.2024,Nemetali Ograzhden AD Strumica
243,70498,2024-11-15 14:06:00,,VV Tikvesh AD Kavadarci
244,70497,2024-11-15 14:06:00,Образложение ко неревидиран консолидиран биланс на успех 01.01.-30.09.2024 г,Makpromet AD Shtip
245,70496,2024-11-15 14:06:00,Неревидиран консолидиран биланс на успех 01.01-30.09.2024 г.,Makpromet AD Shtip
246,70495,2024-11-15 14:10:00,Неревидирани консолидирани финансиски извештаи Групација ЗК Пелагонија 01.01-30.09.2024,ZK Pelagonija AD Bitola
247,70494,2024-11-15 14:05:00,Објаснување кон консолидираниот биланс на успех 30.09.2024,Nemetali Ograzhden AD Strumica
248,70493,2024-11-15 14:05:00,,VV Tikvesh AD Kavadarci
249,70491,2024-11-15 14:05:00,Неревидиран консолидиран биланс на успех 30.09.2024,Nemetali Ograzhden AD Strumica
250,70490,2024-11-15 14:05:00,Образложение ко неревидиран консолидиран биланс на успех 01.01.-30.09.2024 г,Makpromet AD Shtip
251,70489,2024-11-15 14:05:00,Неревидиран консолидиран биланс на успех 01.01-30.09.2024 г.,Makpromet AD Shtip
252,70488,2024-11-15 09:31:00,"-Предлог-Одлука за измена и дополнување на Статутот на АД Раде Кончар-Апаратна техника-Скопје, предложена од Одборот на директори-Предлог-Одлука за измена и дополнување на Статутот на АД Раде Кончар-Апаратна техника-Скопје, предложена од акционери-Предлог-Одлука за одобрување продажба на недвижен имот, предложена од акционери",Rade Konchar - Aparatna tehnika AD Skopje
253,70487,2024-11-15 09:31:00,Јавен повик за Собрание на акционери на АД Раде Кончар-Апаратна техника-Скопје,Rade Konchar - Aparatna tehnika AD Skopje
254,70486,2024-11-15 09:30:25,"-Предлог-Одлука за измена и дополнување на Статутот на АД Раде Кончар-Апаратна техника-Скопје, предложена од Одборот на директори-Предлог-Одлука за измена и дополнување на Статутот на АД Раде Кончар-Апаратна техника-Скопје, предложена од акционери-Предлог-Одлука за одобрување продажба на недвижен имот, предложена од акционери",Rade Konchar - Aparatna tehnika AD Skopje
255,70485,2024-11-15 09:01:00,,Zhito Polog AD Tetovo
256,70484,2024-11-15 09:01:00,javen povik za sobranie,Zhito Polog AD Tetovo
257,70482,2024-11-15 09:30:21,Јавен повик за Собрание на акционери на АД Раде Кончар-Апаратна техника-Скопје,Rade Konchar - Aparatna tehnika AD Skopje
258,70481,2024-11-15 09:00:00,,Zhito Polog AD Tetovo
259,70480,2024-11-15 09:00:00,javen povik za sobranie,Zhito Polog AD Tetovo
260,70478,2024-11-12 15:49:00,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информација:<br>Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% односно компанијата Настел ДООЕЛ продаде 26 акции, со што поседува вкупно 21.602  ;или 8,33% од вкупниот број на акции.<br>Акционер со над 5% Пецовски Душан се стекна со 5 нови акции, со што поседува вкупно 31.610 или 12,20% од вкупниот број на акции.<br>Акционер со над 5% Пецовски Владимир се стекна со 3 нови акции, со што поседува вкупно 16.435 или 6,34% од вкупниот број на акции.<br> ;",Replek AD Skopje
261,70477,2024-11-12 15:48:07,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информација:<br>Постапувајќи согласно член 38 од Правилата за котација на Македонска берза АД Скопје, Реплек АД Скопје објавуваАкционер со над 5% односно компанијата Настел ДООЕЛ продаде 26 акции, со што поседува вкупно 21.602  ;или 8,33% од вкупниот број на акции.<br>Акционер со над 5% Пецовски Душан се стекна со 5 нови акции, со што поседува вкупно 31.610 или 12,20% од вкупниот број на акции.<br>Акционер со над 5% Пецовски Владимир се стекна со 3 нови акции, со што поседува вкупно 16.435 или 6,34% од вкупниот број на акции.<br> ;",Replek AD Skopje
262,70475,2024-11-12 14:06:00,"Konsolidiran nerevidiran bilans na uspeh za RIK SILEKS AD, Kratovo  ;za period od 01.01.2024 do 30.09.2024",Sileks AD Kratovo
263,70474,2024-11-12 14:05:00,"Konsolidiran nerevidiran bilans na uspeh za RIK SILEKS AD, Kratovo  ;za period od 01.01.2024 do 30.09.2024",Sileks AD Kratovo
264,70473,2024-11-11 15:47:00,,GTC AD Skopje
265,70472,2024-11-11 15:30:00,Други ценовно чувствителни информации - Макстил АД,Makstil AD Skopje
266,70471,2024-11-11 15:46:37,,GTC AD Skopje
267,70470,2024-11-11 15:29:05,Други ценовно чувствителни информации - Макстил АД,Makstil AD Skopje
268,70469,2024-11-11 14:31:00,"Согласно Глава 6 од Правилата за котација, известуваме за следната ценовно чувствителна информација:Образложение кон неревидиран консолидиран финансиски извештаj 01.01.2024-30.09.2024 г.","Pekabesko AD Kadino, Ilinden"
269,70468,2024-11-11 14:31:00,"Согласно Глава 6 од Правилата за котација, го објавуваме следниот финансиски извештај:Неревидиран консолидиран финансиски извештаj 01.01.2024-30.09.2024 г.","Pekabesko AD Kadino, Ilinden"
270,70467,2024-11-11 14:16:00,,Makpetrol AD Skopje
